OrderID,Product,Platform,City,Quantity,TotalAmount,OrderDate
ORD100105,Bluetooth Headset,Amazon,Casablanca,1,15360.28,2024-04-29
ORD100106,iPhone 13,Souq,Riyadh,4,32034.08,2024-04-21
ORD100107,Adidas Running Shoes,Amazon,Alexandria,2,8240.72,2024-09-22
ORD100108,Samsung Galaxy A14,Souq,Cairo,1,8125.12,2024-08-10
ORD100109,HP Pavilion Laptop,Souq,Giza,3,22716.96,2024-10-06
ORD100110,iPhone 13,Amazon,Cairo,5,40944.4,2024-05-03
ORD100111,Xiaomi Redmi Note 12,Souq,Cairo,3,1378.92,2024-11-30
ORD100112,Samsung Galaxy A14,Amazon,Giza,2,538.36,2024-03-29
ORD100113,HP Pavilion Laptop,Jumia,Casablanca,4,8285.28,2024-06-20
ORD100114,Samsung Galaxy A14,Souq,Cairo,2,10635.48,2024-11-01
ORD100115,Adidas Running Shoes,Amazon,Dubai,2,35573.28,2024-04-23
ORD100116,Adidas Running Shoes,Amazon,Dubai,5,91095.65,2024-07-25
ORD100117,Dell Inspiron 3501,Jumia,Dubai,1,12941.86,2024-12-04
ORD100118,Bluetooth Headset,Souq,Giza,3,25191.72,2024-10-07
ORD100119,Smartwatch FitPro,Jumia,Casablanca,5,55597.25,2024-05-19
ORD100120,Dell Inspiron 3501,Souq,Giza,5,4560.75,2024-07-10
ORD100121,T-shirt Cotton,Jumia,Giza,3,10058.16,2024-03-17
ORD100122,HP Pavilion Laptop,Souq,Cairo,4,38296.84,2024-11-27
ORD100123,Nike Air Max,Souq,Giza,2,34070.56,2024-08-07
ORD100124,Nike Air Max,Amazon,Casablanca,4,10329.76,2024-09-08
ORD100125,Bluetooth Headset,Amazon,Casablanca,2,33548.44,2024-04-23
ORD100126,Adidas Running Shoes,Jumia,Cairo,2,2356.5,2024-10-07
ORD100127,HP Pavilion Laptop,Souq,Riyadh,5,54767.65,2024-07-22
ORD100128,Xiaomi Redmi Note 12,Souq,Alexandria,2,19032.42,2024-03-01
ORD100129,Xiaomi Redmi Note 12,Souq,Casablanca,4,40331.04,2024-02-03
ORD100130,Dell Inspiron 3501,Souq,Riyadh,4,61557.96,2024-01-23
ORD100131,HP Pavilion Laptop,Souq,Giza,1,15054.63,2024-10-18
ORD100132,Adidas Running Shoes,Souq,Alexandria,2,34688.44,2024-04-20
ORD100133,Adidas Running Shoes,Souq,Alexandria,2,7126.1,2024-01-06
ORD100134,Adidas Running Shoes,Jumia,Dubai,5,89164.2,2024-12-12
ORD100135,HP Pavilion Laptop,Amazon,Riyadh,3,54883.11,2024-04-19
ORD100136,HP Pavilion Laptop,Jumia,Riyadh,1,13555.2,2024-07-01
ORD100137,Samsung Galaxy A14,Jumia,Dubai,3,31540.02,2024-05-30
ORD100138,Bluetooth Headset,Jumia,Giza,4,66278.4,2024-04-21
ORD100139,iPhone 13,Jumia,Giza,5,21790.25,2024-07-07
ORD100140,Xiaomi Redmi Note 12,Jumia,Alexandria,4,41494.8,2024-07-08
ORD100141,Bluetooth Headset,Souq,Alexandria,5,2126.15,2024-08-20
ORD100142,Bluetooth Headset,Souq,Dubai,2,17426.92,2024-03-08
ORD100143,Xiaomi Redmi Note 12,Jumia,Alexandria,4,12371.32,2024-05-10
ORD100144,Bluetooth Headset,Jumia,Casablanca,4,61737.52,2024-07-19
ORD100145,Dell Inspiron 3501,Amazon,Giza,3,20949.93,2024-04-13
ORD100146,T-shirt Cotton,Jumia,Giza,5,19820.65,2024-04-20
ORD100147,Bluetooth Headset,Souq,Dubai,3,17490.24,2024-04-17
ORD100148,Xiaomi Redmi Note 12,Souq,Cairo,1,15019.37,2024-08-22
ORD100149,Samsung Galaxy A14,Souq,Giza,1,1128.05,2024-04-24
ORD100150,HP Pavilion Laptop,Souq,Casablanca,4,78814.16,2024-10-03
ORD100151,Adidas Running Shoes,Jumia,Alexandria,4,26619.08,2024-05-07
ORD100152,Adidas Running Shoes,Jumia,Casablanca,1,4081.63,2024-09-03
ORD100153,Adidas Running Shoes,Amazon,Casablanca,5,66123.25,2024-06-20
ORD100154,Bluetooth Headset,Jumia,Dubai,2,8007.88,2024-01-11
ORD100155,Samsung Galaxy A14,Jumia,Cairo,2,26486.44,2024-01-16
ORD100156,Samsung Galaxy A14,Jumia,Riyadh,1,5594.32,2024-07-31
ORD100157,T-shirt Cotton,Souq,Casablanca,2,1632.4,2024-08-29
ORD100158,Xiaomi Redmi Note 12,Souq,Casablanca,5,94012.05,2024-12-02
ORD100159,HP Pavilion Laptop,Jumia,Dubai,5,48796.9,2024-08-30
ORD100160,Samsung Galaxy A14,Jumia,Dubai,5,55862.45,2024-06-28
ORD100161,Dell Inspiron 3501,Amazon,Alexandria,4,75054.2,2024-02-12
ORD100162,Smartwatch FitPro,Jumia,Cairo,3,11445.96,2024-10-27
ORD100163,Samsung Galaxy A14,Amazon,Dubai,1,4144.58,2024-08-20
ORD100164,Dell Inspiron 3501,Souq,Riyadh,2,11183.38,2024-01-21
ORD100165,iPhone 13,Souq,Giza,1,16855.68,2024-03-31
ORD100166,Bluetooth Headset,Amazon,Riyadh,5,49347.65,2024-04-15
ORD100167,Samsung Galaxy A14,Jumia,Dubai,2,27292.3,2024-12-03
ORD100168,Nike Air Max,Jumia,Alexandria,2,16281.06,2024-11-14
ORD100169,Nike Air Max,Amazon,Casablanca,2,8621.26,2024-11-30
ORD100170,Nike Air Max,Jumia,Alexandria,1,11982.84,2024-08-12
ORD100171,Smartwatch FitPro,Amazon,Alexandria,5,45327.1,2024-11-21
ORD100172,Bluetooth Headset,Amazon,Dubai,1,18705.82,2024-02-05
ORD100173,iPhone 13,Souq,Riyadh,3,8710.65,2024-09-18
ORD100174,Nike Air Max,Souq,Casablanca,4,76848.96,2024-05-30
ORD100175,T-shirt Cotton,Amazon,Casablanca,5,72863.6,2024-06-15
ORD100176,HP Pavilion Laptop,Jumia,Giza,3,51205.11,2024-05-04
ORD100177,iPhone 13,Souq,Cairo,5,77474.45,2024-11-13
ORD100178,T-shirt Cotton,Amazon,Cairo,1,15204.36,2024-09-28
ORD100179,T-shirt Cotton,Jumia,Cairo,3,34266.15,2024-04-14
ORD100180,T-shirt Cotton,Amazon,Casablanca,4,43244.96,2024-04-30
ORD100181,Adidas Running Shoes,Souq,Riyadh,3,11351.19,2024-06-28
ORD100182,Nike Air Max,Amazon,Riyadh,3,15191.13,2024-09-06
ORD100183,Xiaomi Redmi Note 12,Jumia,Alexandria,1,3667.22,2024-08-04
ORD100184,Xiaomi Redmi Note 12,Souq,Giza,1,4520.58,2024-02-01
ORD100185,HP Pavilion Laptop,Amazon,Giza,2,21889.32,2024-09-07
ORD100186,iPhone 13,Jumia,Riyadh,1,7164.15,2024-10-16
ORD100187,Samsung Galaxy A14,Amazon,Dubai,4,28566.32,2024-04-14
ORD100188,Bluetooth Headset,Souq,Alexandria,5,35350.75,2024-02-15
ORD100189,Samsung Galaxy A14,Amazon,Giza,3,6774.12,2024-05-02
ORD100190,Adidas Running Shoes,Souq,Alexandria,2,2036.0,2024-01-05
ORD100191,Adidas Running Shoes,Jumia,Alexandria,5,82876.75,2024-04-02
ORD100192,Bluetooth Headset,Souq,Alexandria,1,19772.85,2024-03-18
ORD100193,Dell Inspiron 3501,Souq,Dubai,1,4941.81,2024-07-14
ORD100194,T-shirt Cotton,Souq,Casablanca,3,35434.89,2024-01-23
ORD100195,Smartwatch FitPro,Amazon,Casablanca,1,6402.17,2024-03-06
ORD100196,Smartwatch FitPro,Jumia,Cairo,5,99263.8,2024-12-03
ORD100197,T-shirt Cotton,Jumia,Casablanca,4,46191.84,2024-04-19
ORD100198,Xiaomi Redmi Note 12,Amazon,Giza,5,58393.1,2024-04-19
ORD100199,Bluetooth Headset,Amazon,Cairo,2,25183.34,2024-05-24
ORD100200,Samsung Galaxy A14,Jumia,Riyadh,2,33148.26,2024-09-16
ORD100201,T-shirt Cotton,Jumia,Alexandria,1,14808.65,2024-12-22
ORD100202,HP Pavilion Laptop,Souq,Dubai,5,34413.75,2024-05-25
ORD100203,Smartwatch FitPro,Jumia,Dubai,5,88047.75,2024-02-08
ORD100204,iPhone 13,Souq,Alexandria,3,47497.62,2024-03-21
ORD100205,Dell Inspiron 3501,Jumia,Casablanca,3,17762.4,2024-01-30
ORD100206,Bluetooth Headset,Souq,Giza,1,9725.77,2024-08-26
ORD100207,Bluetooth Headset,Amazon,Cairo,1,11305.18,2024-04-22
ORD100208,Dell Inspiron 3501,Jumia,Dubai,1,4760.86,2024-02-01
ORD100209,Smartwatch FitPro,Jumia,Dubai,4,45036.32,2024-04-30
ORD100210,Smartwatch FitPro,Amazon,Cairo,1,17811.95,2024-01-13
ORD100211,Nike Air Max,Amazon,Riyadh,1,5956.97,2024-09-26
ORD100212,Nike Air Max,Souq,Dubai,5,12738.85,2024-08-20
ORD100213,iPhone 13,Souq,Alexandria,1,15258.29,2024-08-23
ORD100214,Samsung Galaxy A14,Jumia,Dubai,3,37077.84,2024-12-03
ORD100215,Xiaomi Redmi Note 12,Souq,Casablanca,3,11160.99,2024-09-09
ORD100216,Xiaomi Redmi Note 12,Amazon,Casablanca,5,8708.0,2024-05-05
ORD100217,iPhone 13,Souq,Cairo,2,26781.52,2024-03-22
ORD100218,HP Pavilion Laptop,Souq,Giza,3,29871.75,2024-11-27
ORD100219,Smartwatch FitPro,Amazon,Dubai,3,10120.68,2024-07-22
ORD100220,Smartwatch FitPro,Amazon,Riyadh,4,61301.32,2024-07-11
ORD100221,iPhone 13,Amazon,Alexandria,5,73160.45,2024-11-17
ORD100222,Bluetooth Headset,Amazon,Giza,3,54994.53,2024-08-19
ORD100223,Bluetooth Headset,Jumia,Casablanca,5,43057.4,2024-10-15
ORD100224,iPhone 13,Souq,Casablanca,5,45601.4,2024-07-29
ORD100225,Smartwatch FitPro,Jumia,Dubai,4,70954.76,2024-04-11
ORD100226,Adidas Running Shoes,Souq,Casablanca,1,6336.78,2024-08-05
ORD100227,iPhone 13,Jumia,Alexandria,3,52956.18,2024-03-05
ORD100228,Samsung Galaxy A14,Jumia,Riyadh,4,36616.0,2024-05-26
ORD100229,Xiaomi Redmi Note 12,Souq,Giza,2,2817.88,2024-11-20
ORD100230,Samsung Galaxy A14,Amazon,Dubai,1,5782.53,2024-01-02
ORD100231,Adidas Running Shoes,Jumia,Riyadh,2,34417.48,2024-01-02
ORD100232,Bluetooth Headset,Jumia,Dubai,2,6697.66,2024-04-05
ORD100233,Dell Inspiron 3501,Jumia,Riyadh,4,65393.68,2024-10-14
ORD100234,Bluetooth Headset,Amazon,Riyadh,4,13534.04,2024-04-15
ORD100235,iPhone 13,Jumia,Cairo,2,15005.38,2024-03-24
ORD100236,HP Pavilion Laptop,Amazon,Alexandria,5,46546.55,2024-03-23
ORD100237,HP Pavilion Laptop,Souq,Riyadh,5,35937.75,2024-12-15
ORD100238,Bluetooth Headset,Jumia,Giza,3,35988.51,2024-09-15
ORD100239,Samsung Galaxy A14,Amazon,Cairo,2,24083.44,2024-09-23
ORD100240,Dell Inspiron 3501,Souq,Giza,2,4454.68,2024-12-17
ORD100241,Samsung Galaxy A14,Jumia,Giza,1,13692.53,2024-11-15
ORD100242,Dell Inspiron 3501,Jumia,Cairo,2,4517.68,2024-05-18
ORD100243,T-shirt Cotton,Amazon,Casablanca,5,3095.2,2024-09-25
ORD100244,T-shirt Cotton,Jumia,Cairo,1,9249.34,2024-11-11
ORD100245,Adidas Running Shoes,Amazon,Giza,5,15256.7,2024-06-23
ORD100246,Dell Inspiron 3501,Jumia,Dubai,1,8458.06,2024-07-26
ORD100247,Dell Inspiron 3501,Souq,Casablanca,1,7200.36,2024-01-26
ORD100248,iPhone 13,Jumia,Cairo,2,19865.78,2024-11-21
ORD100249,iPhone 13,Amazon,Casablanca,1,19134.64,2024-05-10
ORD100250,Bluetooth Headset,Amazon,Cairo,3,11845.59,2024-04-04
ORD100251,Smartwatch FitPro,Jumia,Cairo,5,54211.85,2024-12-04
ORD100252,Smartwatch FitPro,Amazon,Giza,4,19440.32,2024-09-03
ORD100253,T-shirt Cotton,Amazon,Alexandria,3,11785.74,2024-06-15
ORD100254,Bluetooth Headset,Jumia,Alexandria,5,52659.3,2024-11-27
ORD100255,Xiaomi Redmi Note 12,Souq,Riyadh,2,36468.72,2024-07-14
ORD100256,HP Pavilion Laptop,Jumia,Alexandria,4,15200.68,2024-07-31
ORD100257,Smartwatch FitPro,Amazon,Alexandria,3,40227.39,2024-04-28
ORD100258,Samsung Galaxy A14,Souq,Riyadh,5,45055.95,2024-08-12
ORD100259,T-shirt Cotton,Jumia,Dubai,5,90474.55,2024-08-19
ORD100260,Dell Inspiron 3501,Amazon,Riyadh,3,59769.48,2024-07-07
ORD100261,T-shirt Cotton,Amazon,Cairo,1,17113.45,2024-08-12
ORD100262,Nike Air Max,Jumia,Giza,5,71568.15,2024-01-08
ORD100263,Nike Air Max,Jumia,Casablanca,3,44427.54,2024-03-07
ORD100264,Bluetooth Headset,Jumia,Casablanca,1,18290.17,2024-02-29
ORD100265,Bluetooth Headset,Amazon,Alexandria,3,46766.73,2024-12-22
ORD100266,Adidas Running Shoes,Jumia,Dubai,3,31520.7,2024-12-14
ORD100267,Bluetooth Headset,Souq,Alexandria,2,21506.2,2024-03-23
ORD100268,Dell Inspiron 3501,Souq,Giza,4,28952.08,2024-10-17
ORD100269,Xiaomi Redmi Note 12,Amazon,Casablanca,3,27802.56,2024-01-02
ORD100270,Xiaomi Redmi Note 12,Jumia,Alexandria,5,87607.4,2024-03-20
ORD100271,Samsung Galaxy A14,Jumia,Alexandria,4,68095.04,2024-11-02
ORD100272,HP Pavilion Laptop,Jumia,Casablanca,1,12853.49,2024-06-19
ORD100273,Nike Air Max,Amazon,Giza,5,88303.85,2024-04-20
ORD100274,Xiaomi Redmi Note 12,Amazon,Riyadh,3,28822.35,2024-07-05
ORD100275,Samsung Galaxy A14,Jumia,Riyadh,1,8661.86,2024-07-01
ORD100276,Dell Inspiron 3501,Souq,Casablanca,1,113.55,2024-08-19
ORD100277,iPhone 13,Jumia,Cairo,3,2420.58,2024-10-22
ORD100278,HP Pavilion Laptop,Jumia,Riyadh,3,11985.36,2024-04-20
ORD100279,Bluetooth Headset,Jumia,Casablanca,1,12784.54,2024-01-16
ORD100280,Samsung Galaxy A14,Jumia,Alexandria,2,19029.52,2024-01-28
ORD100281,Samsung Galaxy A14,Jumia,Alexandria,3,7004.4,2024-11-28
ORD100282,Smartwatch FitPro,Amazon,Riyadh,5,10474.85,2024-01-21
ORD100283,Bluetooth Headset,Amazon,Cairo,1,18524.83,2024-08-19
ORD100284,HP Pavilion Laptop,Jumia,Riyadh,1,3214.88,2024-10-26
ORD100285,iPhone 13,Souq,Cairo,3,36788.22,2024-09-04
ORD100286,Samsung Galaxy A14,Souq,Cairo,4,68702.24,2024-09-28
ORD100287,HP Pavilion Laptop,Amazon,Cairo,4,15276.24,2024-10-15
ORD100288,Xiaomi Redmi Note 12,Jumia,Dubai,2,23659.22,2024-06-14
ORD100289,Xiaomi Redmi Note 12,Amazon,Giza,1,14598.17,2024-06-01
ORD100290,iPhone 13,Amazon,Casablanca,5,69752.05,2024-07-26
ORD100291,iPhone 13,Souq,Riyadh,5,84749.6,2024-08-27
ORD100292,HP Pavilion Laptop,Jumia,Cairo,4,49070.44,2024-05-31
ORD100293,Samsung Galaxy A14,Amazon,Giza,3,34623.06,2024-04-19
ORD100294,iPhone 13,Jumia,Riyadh,3,4420.5,2024-02-15
ORD100295,Samsung Galaxy A14,Amazon,Casablanca,5,19151.0,2024-06-08
ORD100296,T-shirt Cotton,Amazon,Dubai,2,21869.88,2024-07-26
ORD100297,Adidas Running Shoes,Souq,Riyadh,4,15805.24,2024-08-10
ORD100298,T-shirt Cotton,Jumia,Alexandria,3,41384.28,2024-06-18
ORD100299,iPhone 13,Souq,Dubai,2,19583.34,2024-01-06
ORD100300,Dell Inspiron 3501,Souq,Riyadh,1,18013.14,2024-11-28
ORD100301,iPhone 13,Jumia,Dubai,5,22057.85,2024-11-20
ORD100302,Bluetooth Headset,Amazon,Cairo,3,35637.45,2024-06-29
ORD100303,Dell Inspiron 3501,Jumia,Riyadh,1,10134.3,2024-05-03
ORD100304,Nike Air Max,Souq,Giza,5,56595.8,2024-04-24
ORD100305,Adidas Running Shoes,Jumia,Riyadh,1,10554.4,2024-06-20
ORD100306,Smartwatch FitPro,Jumia,Alexandria,3,18811.59,2024-12-17
ORD100307,Dell Inspiron 3501,Amazon,Giza,3,16340.19,2024-12-25
ORD100308,Samsung Galaxy A14,Jumia,Casablanca,4,64048.04,2024-12-21
ORD100309,Smartwatch FitPro,Amazon,Casablanca,5,37242.25,2024-05-23
ORD100310,T-shirt Cotton,Jumia,Giza,2,33819.42,2024-05-21
ORD100311,HP Pavilion Laptop,Souq,Dubai,3,28225.98,2024-12-13
ORD100312,iPhone 13,Amazon,Alexandria,1,3529.62,2024-09-02
ORD100313,Bluetooth Headset,Jumia,Cairo,2,26858.2,2024-09-21
ORD100314,iPhone 13,Jumia,Casablanca,1,4688.59,2024-07-14
ORD100315,HP Pavilion Laptop,Jumia,Giza,2,20301.8,2024-10-08
ORD100316,T-shirt Cotton,Amazon,Riyadh,4,15114.6,2024-10-15
ORD100317,HP Pavilion Laptop,Jumia,Giza,1,19158.31,2024-09-25
ORD100318,HP Pavilion Laptop,Amazon,Dubai,1,18693.85,2024-06-13
ORD100319,Xiaomi Redmi Note 12,Souq,Casablanca,4,29447.2,2024-01-25
ORD100320,Dell Inspiron 3501,Jumia,Casablanca,1,8305.08,2024-12-05
ORD100321,Nike Air Max,Jumia,Giza,4,45766.92,2024-09-21
ORD100322,Adidas Running Shoes,Amazon,Alexandria,5,51146.3,2024-01-06
ORD100323,Adidas Running Shoes,Amazon,Dubai,5,42004.35,2024-12-05
ORD100324,Smartwatch FitPro,Amazon,Giza,1,10137.11,2024-06-27
ORD100325,Smartwatch FitPro,Souq,Riyadh,4,38530.04,2024-01-28
ORD100326,Samsung Galaxy A14,Amazon,Alexandria,4,8129.16,2024-11-10
ORD100327,HP Pavilion Laptop,Souq,Cairo,5,47062.25,2024-04-30
ORD100328,Xiaomi Redmi Note 12,Jumia,Giza,5,89845.6,2024-08-06
ORD100329,Nike Air Max,Amazon,Riyadh,4,534.44,2024-08-28
ORD100330,HP Pavilion Laptop,Souq,Dubai,4,77506.88,2024-10-08
ORD100331,Adidas Running Shoes,Amazon,Alexandria,5,38631.4,2024-12-11
ORD100332,iPhone 13,Souq,Giza,3,19178.1,2024-08-19
ORD100333,HP Pavilion Laptop,Amazon,Casablanca,1,10870.25,2024-05-17
ORD100334,Xiaomi Redmi Note 12,Souq,Giza,3,2159.58,2024-09-07
ORD100335,Nike Air Max,Jumia,Casablanca,5,59854.45,2024-07-19
ORD100336,Samsung Galaxy A14,Jumia,Giza,1,19211.38,2024-05-24
ORD100337,Xiaomi Redmi Note 12,Souq,Dubai,3,53641.2,2024-09-15
ORD100338,HP Pavilion Laptop,Souq,Alexandria,2,3243.76,2024-03-04
ORD100339,Smartwatch FitPro,Souq,Cairo,2,7080.44,2024-04-22
ORD100340,HP Pavilion Laptop,Jumia,Casablanca,5,9659.1,2024-12-12
